Rental Id,Duration,Bike Id,End Date,EndStation Id,EndStation Name,Start Date,StartStation Id,StartStation Name
94106601,1140,4003,07/01/2020 09:06,347,"Lower Marsh, Waterloo",07/01/2020 08:47,63,"Murray Grove , Hoxton"
93998630,300,13175,01/01/2020 05:07,544,"Percival Street, Finsbury",01/01/2020 05:02,63,"Murray Grove , Hoxton"
94072563,660,16711,05/01/2020 17:47,40,"Commercial Street, Shoreditch",05/01/2020 17:36,63,"Murray Grove , Hoxton"
94028568,780,1620,03/01/2020 08:22,796,"Coram Street, Bloomsbury",03/01/2020 08:09,63,"Murray Grove , Hoxton"
94046809,300,615,04/01/2020 08:28,88,"Bayley Street , Bloomsbury",04/01/2020 08:23,65,"Gower Place , Euston"
94072653,420,12784,05/01/2020 17:51,204,"Margery Street, Clerkenwell",05/01/2020 17:44,65,"Gower Place , Euston"
94044412,660,8096,03/01/2020 20:46,247,"St. John's Wood Church, The Regent's Park",03/01/2020 20:35,65,"Gower Place , Euston"
94074310,1320,10950,05/01/2020 20:52,290,"St Mary's Hospital, Westminster",05/01/2020 20:30,65,"Gower Place , Euston"
94050089,300,1174,04/01/2020 12:07,57,"Guilford Street , Bloomsbury",04/01/2020 12:02,65,"Gower Place , Euston"
94013224,540,5125,02/01/2020 10:59,358,"High Holborn , Covent Garden",02/01/2020 10:50,65,"Gower Place , Euston"
94021626,480,4417,02/01/2020 17:42,358,"High Holborn , Covent Garden",02/01/2020 17:34,65,"Gower Place , Euston"
94001047,1980,11043,01/01/2020 13:23,432,"Exhibition Road Museums, South Kensington",01/01/2020 12:50,65,"Gower Place , Euston"
94113500,120,10737,07/01/2020 13:59,19,"Taviton Street, Bloomsbury",07/01/2020 13:57,65,"Gower Place , Euston"
94113757,1200,8515,07/01/2020 14:34,94,"Bricklayers Arms, Borough",07/01/2020 14:14,65,"Gower Place , Euston"
93998746,1320,16315,01/01/2020 06:16,178,"Warwick Square, Pimlico",01/01/2020 05:54,65,"Gower Place , Euston"
94003493,1620,7480,01/01/2020 15:52,486,"Granby Street, Shoreditch",01/01/2020 15:25,65,"Gower Place , Euston"
94061334,1680,50,04/01/2020 22:55,238,"Frampton Street, Paddington",04/01/2020 22:27,65,"Gower Place , Euston"
94087520,720,3473,06/01/2020 13:46,247,"St. John's Wood Church, The Regent's Park",06/01/2020 13:34,65,"Gower Place , Euston"
94032062,660,16878,03/01/2020 10:52,4,"St. Chad's Street, King's Cross",03/01/2020 10:41,65,"Gower Place , Euston"
94046131,1500,12149,04/01/2020 01:48,713,"Hawley Crescent, Camden Town",04/01/2020 01:23,65,"Gower Place , Euston"
94042386,960,15126,03/01/2020 18:39,433,"Wren Street, Holborn",03/01/2020 18:23,65,"Gower Place , Euston"
94097273,1200,14625,06/01/2020 19:51,94,"Bricklayers Arms, Borough",06/01/2020 19:31,65,"Gower Place , Euston"
94046130,1500,362,04/01/2020 01:48,713,"Hawley Crescent, Camden Town",04/01/2020 01:23,65,"Gower Place , Euston"
94049497,420,16148,04/01/2020 11:43,114,"Park Road (Baker Street), The Regent's Park",04/01/2020 11:36,65,"Gower Place , Euston"
94015454,840,3594,02/01/2020 13:16,107,"Finsbury Leisure Centre, St. Luke's",02/01/2020 13:02,65,"Gower Place , Euston"
94021629,480,6800,02/01/2020 17:42,358,"High Holborn , Covent Garden",02/01/2020 17:34,65,"Gower Place , Euston"
94025856,600,13372,02/01/2020 21:22,45,"Boston Place, Marylebone",02/01/2020 21:12,65,"Gower Place , Euston"
94054459,1620,1295,04/01/2020 15:22,577,"Globe Town Market, Bethnal Green",04/01/2020 14:55,65,"Gower Place , Euston"
94013737,660,16910,02/01/2020 11:36,572,"Greenland Road, Camden Town",02/01/2020 11:25,65,"Gower Place , Euston"
94024826,420,12368,02/01/2020 19:38,114,"Park Road (Baker Street), The Regent's Park",02/01/2020 19:31,65,"Gower Place , Euston"
94019230,1140,2939,02/01/2020 16:35,65,"Gower Place , Euston",02/01/2020 16:16,65,"Gower Place , Euston"
94109334,540,12054,07/01/2020 09:51,362,"Royal College Street, Camden Town",07/01/2020 09:42,65,"Gower Place , Euston"
94099045,480,2769,06/01/2020 22:07,17,"Hatton Wall, Holborn",06/01/2020 21:59,65,"Gower Place , Euston"
94113420,660,15020,07/01/2020 14:03,247,"St. John's Wood Church, The Regent's Park",07/01/2020 13:52,65,"Gower Place , Euston"
94116267,540,14730,07/01/2020 16:39,242,"Beaumont Street, Marylebone",07/01/2020 16:30,65,"Gower Place , Euston"
94124875,180,10626,07/01/2020 19:28,125,"Borough High Street, The Borough",07/01/2020 19:25,80,"Webber Street , Southwark"
94089203,360,3027,06/01/2020 15:33,61,"Great Dover Street, The Borough",06/01/2020 15:27,80,"Webber Street , Southwark"
94083557,720,13695,06/01/2020 09:31,199,"Great Tower Street, Monument",06/01/2020 09:19,80,"Webber Street , Southwark"
94026250,300,1654,02/01/2020 22:12,61,"Great Dover Street, The Borough",02/01/2020 22:07,80,"Webber Street , Southwark"
94116621,780,15768,07/01/2020 16:55,199,"Great Tower Street, Monument",07/01/2020 16:42,80,"Webber Street , Southwark"
94053703,300,8805,04/01/2020 14:32,801,"Lavington Street, Bankside",04/01/2020 14:27,80,"Webber Street , Southwark"
94093739,1500,4312,06/01/2020 18:21,39,"Shoreditch High Street, Shoreditch",06/01/2020 17:56,80,"Webber Street , Southwark"
94093734,1500,11043,06/01/2020 18:21,39,"Shoreditch High Street, Shoreditch",06/01/2020 17:56,80,"Webber Street , Southwark"
94076585,240,16915,06/01/2020 07:14,173,"Waterloo Road, South Bank",06/01/2020 07:10,80,"Webber Street , Southwark"
94061636,600,6525,04/01/2020 23:18,308,"Long Lane , Bermondsey",04/01/2020 23:08,80,"Webber Street , Southwark"
94078362,960,13781,06/01/2020 08:14,751,"Newton Street, Covent Garden",06/01/2020 07:58,80,"Webber Street , Southwark"
94006328,420,16240,01/01/2020 19:48,61,"Great Dover Street, The Borough",01/01/2020 19:41,80,"Webber Street , Southwark"
94078319,1080,14722,06/01/2020 08:15,162,"Southampton Place, Holborn",06/01/2020 07:57,80,"Webber Street , Southwark"
94000992,1980,14124,01/01/2020 13:18,641,"Archbishop's Park, Waterloo",01/01/2020 12:45,80,"Webber Street , Southwark"
94006010,780,15508,01/01/2020 19:11,80,"Webber Street , Southwark",01/01/2020 18:58,80,"Webber Street , Southwark"
94118986,720,14506,07/01/2020 17:44,55,"Finsbury Circus, Liverpool Street",07/01/2020 17:32,80,"Webber Street , Southwark"
94089594,300,2254,06/01/2020 15:59,194,"Hop Exchange, The Borough",06/01/2020 15:54,80,"Webber Street , Southwark"
94024499,120,7836,02/01/2020 19:12,125,"Borough High Street, The Borough",02/01/2020 19:10,80,"Webber Street , Southwark"
94005724,840,14650,01/01/2020 18:37,140,"Finsbury Square , Moorgate",01/01/2020 18:23,80,"Webber Street , Southwark"
94046723,300,15198,04/01/2020 08:11,194,"Hop Exchange, The Borough",04/01/2020 08:06,80,"Webber Street , Southwark"
94043493,180,8318,03/01/2020 19:23,125,"Borough High Street, The Borough",03/01/2020 19:20,80,"Webber Street , Southwark"
94124932,360,9017,07/01/2020 19:33,61,"Great Dover Street, The Borough",07/01/2020 19:27,80,"Webber Street , Southwark"
94002904,60,16714,01/01/2020 14:51,80,"Webber Street , Southwark",01/01/2020 14:50,80,"Webber Street , Southwark"
94126168,900,6562,07/01/2020 20:42,676,"Hartington Road, Stockwell",07/01/2020 20:27,80,"Webber Street , Southwark"
94043998,2280,8009,03/01/2020 20:36,199,"Great Tower Street, Monument",03/01/2020 19:58,80,"Webber Street , Southwark"
94065587,2640,16465,05/01/2020 12:34,785,"Aquatic Centre, Queen Elizabeth Olympic Park",05/01/2020 11:50,80,"Webber Street , Southwark"
94043986,2280,15353,03/01/2020 20:36,199,"Great Tower Street, Monument",03/01/2020 19:58,80,"Webber Street , Southwark"
94035506,480,17034,03/01/2020 14:17,810,"Tate Modern, Bankside",03/01/2020 14:09,80,"Webber Street , Southwark"
94000988,1320,6410,01/01/2020 13:07,815,"Lambeth Palace Road, Waterloo",01/01/2020 12:45,80,"Webber Street , Southwark"
94071357,300,15886,05/01/2020 16:27,347,"Lower Marsh, Waterloo",05/01/2020 16:22,80,"Webber Street , Southwark"
94065241,1080,16761,05/01/2020 11:49,819,"Belvedere Road 2, South Bank",05/01/2020 11:31,80,"Webber Street , Southwark"
94073366,780,12640,05/01/2020 18:52,246,"Berry Street, Clerkenwell",05/01/2020 18:39,80,"Webber Street , Southwark"
94030256,600,2694,03/01/2020 09:07,18,"Drury Lane, Covent Garden",03/01/2020 08:57,80,"Webber Street , Southwark"
93998096,300,7123,01/01/2020 03:00,94,"Bricklayers Arms, Borough",01/01/2020 02:55,80,"Webber Street , Southwark"
94001144,6600,15810,01/01/2020 14:47,80,"Webber Street , Southwark",01/01/2020 12:57,80,"Webber Street , Southwark"
93996456,420,7044,01/01/2020 00:45,61,"Great Dover Street, The Borough",01/01/2020 00:38,80,"Webber Street , Southwark"
93996436,540,9274,01/01/2020 00:46,61,"Great Dover Street, The Borough",01/01/2020 00:37,80,"Webber Street , Southwark"
94052034,480,13148,04/01/2020 13:31,194,"Hop Exchange, The Borough",04/01/2020 13:23,80,"Webber Street , Southwark"
94037217,180,8043,03/01/2020 15:35,125,"Borough High Street, The Borough",03/01/2020 15:32,80,"Webber Street , Southwark"
94065226,1140,15230,05/01/2020 11:49,819,"Belvedere Road 2, South Bank",05/01/2020 11:30,80,"Webber Street , Southwark"
93998485,840,12523,01/01/2020 04:28,185,"Alderney Street, Pimlico",01/01/2020 04:14,80,"Webber Street , Southwark"
94051991,600,5178,04/01/2020 13:31,194,"Hop Exchange, The Borough",04/01/2020 13:21,80,"Webber Street , Southwark"
93999338,960,16714,01/01/2020 10:31,80,"Webber Street , Southwark",01/01/2020 10:15,80,"Webber Street , Southwark"
94062434,1260,4597,05/01/2020 02:40,449,"Shadwell Station, Shadwell",05/01/2020 02:19,80,"Webber Street , Southwark"
94062436,1260,5442,05/01/2020 02:40,449,"Shadwell Station, Shadwell",05/01/2020 02:19,80,"Webber Street , Southwark"
94008505,240,16714,02/01/2020 07:15,173,"Waterloo Road, South Bank",02/01/2020 07:11,80,"Webber Street , Southwark"
94031265,1560,12029,03/01/2020 10:05,73,"Old Street Station, St. Luke's",03/01/2020 09:39,80,"Webber Street , Southwark"
94053697,360,14018,04/01/2020 14:33,801,"Lavington Street, Bankside",04/01/2020 14:27,80,"Webber Street , Southwark"
94046720,300,15345,04/01/2020 08:11,194,"Hop Exchange, The Borough",04/01/2020 08:06,80,"Webber Street , Southwark"
94069981,660,6474,05/01/2020 15:25,371,"King Edward Walk, Waterloo",05/01/2020 15:14,82,"Chancery Lane, Holborn"
94040887,1140,16245,03/01/2020 17:57,508,"Fournier Street, Whitechapel",03/01/2020 17:38,82,"Chancery Lane, Holborn"
94019845,840,13632,02/01/2020 16:56,386,"Moor Street, Soho",02/01/2020 16:42,82,"Chancery Lane, Holborn"
94024698,1080,12266,02/01/2020 19:41,85,"Tanner Street, Bermondsey",02/01/2020 19:23,82,"Chancery Lane, Holborn"
94061251,1140,7698,04/01/2020 22:38,831,"St John's Crescent, Brixton",04/01/2020 22:19,82,"Chancery Lane, Holborn"
94069268,540,4234,05/01/2020 14:52,64,"William IV Street, Strand",05/01/2020 14:43,82,"Chancery Lane, Holborn"
94068872,4440,2575,05/01/2020 15:38,192,"Wardour Street, Soho",05/01/2020 14:24,82,"Chancery Lane, Holborn"
94058944,540,2550,04/01/2020 18:39,55,"Finsbury Circus, Liverpool Street",04/01/2020 18:30,82,"Chancery Lane, Holborn"
94047663,1020,2550,04/01/2020 10:06,82,"Chancery Lane, Holborn",04/01/2020 09:49,82,"Chancery Lane, Holborn"
94096526,900,372,06/01/2020 19:16,820,"Victory Place, Walworth",06/01/2020 19:01,82,"Chancery Lane, Holborn"
94069266,480,15528,05/01/2020 14:51,64,"William IV Street, Strand",05/01/2020 14:43,82,"Chancery Lane, Holborn"
94019027,1200,1746,02/01/2020 16:28,192,"Wardour Street, Soho",02/01/2020 16:08,82,"Chancery Lane, Holborn"
94041344,360,4631,03/01/2020 17:56,22,"Northington Street , Holborn",03/01/2020 17:50,82,"Chancery Lane, Holborn"
94039930,1560,7411,03/01/2020 17:39,737,"Fulham Broadway, Walham Green",03/01/2020 17:13,82,"Chancery Lane, Holborn"
94019834,840,16228,02/01/2020 16:56,386,"Moor Street, Soho",02/01/2020 16:42,82,"Chancery Lane, Holborn"
94118379,480,12627,07/01/2020 17:29,107,"Finsbury Leisure Centre, St. Luke's",07/01/2020 17:21,82,"Chancery Lane, Holborn"
94004861,900,11079,01/01/2020 17:10,199,"Great Tower Street, Monument",01/01/2020 16:55,82,"Chancery Lane, Holborn"
94004867,900,13701,01/01/2020 17:10,199,"Great Tower Street, Monument",01/01/2020 16:55,82,"Chancery Lane, Holborn"
94051695,540,7819,04/01/2020 13:18,12,"Malet Street, Bloomsbury",04/01/2020 13:09,82,"Chancery Lane, Holborn"
94057106,1020,15381,04/01/2020 17:02,39,"Shoreditch High Street, Shoreditch",04/01/2020 16:45,82,"Chancery Lane, Holborn"
94106598,480,13768,07/01/2020 08:55,331,"Bunhill Row, Moorgate",07/01/2020 08:47,82,"Chancery Lane, Holborn"
94020306,780,757,02/01/2020 17:12,26,"Ampton Street , Clerkenwell",02/01/2020 16:59,82,"Chancery Lane, Holborn"
94015523,300,3716,02/01/2020 13:12,388,"Southampton Street, Strand",02/01/2020 13:07,82,"Chancery Lane, Holborn"
94059502,600,4234,04/01/2020 19:22,371,"King Edward Walk, Waterloo",04/01/2020 19:12,82,"Chancery Lane, Holborn"
94046517,60,9764,04/01/2020 07:02,27,"Bouverie Street, Temple",04/01/2020 07:01,82,"Chancery Lane, Holborn"
94020296,780,2182,02/01/2020 17:12,26,"Ampton Street , Clerkenwell",02/01/2020 16:59,82,"Chancery Lane, Holborn"
94019842,900,1908,02/01/2020 16:57,386,"Moor Street, Soho",02/01/2020 16:42,82,"Chancery Lane, Holborn"
94095071,1320,7111,06/01/2020 18:45,282,"Royal London Hospital, Whitechapel",06/01/2020 18:23,82,"Chancery Lane, Holborn"
94094376,480,10534,06/01/2020 18:18,792,"Blackfriars Road, Southwark",06/01/2020 18:10,82,"Chancery Lane, Holborn"
94113284,900,4397,07/01/2020 14:00,46,"Nesham Street, Wapping",07/01/2020 13:45,82,"Chancery Lane, Holborn"
94098814,600,13140,06/01/2020 21:38,639,"Coomer Place, West Kensington",06/01/2020 21:28,97,"Gloucester Road (North), Kensington"
94057163,1380,15829,04/01/2020 17:11,756,"Prince of Wales Drive, Battersea Park",04/01/2020 16:48,97,"Gloucester Road (North), Kensington"
94120582,540,3782,07/01/2020 18:04,332,"Nevern Place, Earl's Court",07/01/2020 17:55,97,"Gloucester Road (North), Kensington"
94113372,360,8946,07/01/2020 13:56,133,"Derry Street, Kensington",07/01/2020 13:50,97,"Gloucester Road (North), Kensington"
94109959,1260,11992,07/01/2020 10:37,166,"Seville Street, Knightsbridge",07/01/2020 10:16,97,"Gloucester Road (North), Kensington"
94110969,2460,10290,07/01/2020 12:15,155,"Lexham Gardens, Kensington",07/01/2020 11:34,97,"Gloucester Road (North), Kensington"
94061324,1500,11539,04/01/2020 22:51,160,"Waterloo Place, St. James's",04/01/2020 22:26,97,"Gloucester Road (North), Kensington"
94085494,1200,15255,06/01/2020 11:32,404,"Palace Gate, Kensington Gardens",06/01/2020 11:12,97,"Gloucester Road (North), Kensington"
94116430,780,10721,07/01/2020 16:49,661,"All Saints Church, Portobello",07/01/2020 16:36,97,"Gloucester Road (North), Kensington"
94111604,720,3705,07/01/2020 12:28,613,"Woodstock Grove, Shepherd's Bush",07/01/2020 12:16,97,"Gloucester Road (North), Kensington"
94112518,720,12624,07/01/2020 13:15,584,"Ilchester Gardens, Bayswater",07/01/2020 13:03,97,"Gloucester Road (North), Kensington"
94021603,960,16480,02/01/2020 17:49,176,"Gloucester Terrace, Bayswater",02/01/2020 17:33,97,"Gloucester Road (North), Kensington"
94117938,780,15252,07/01/2020 17:26,691,"Erin Close, Walham Green",07/01/2020 17:13,97,"Gloucester Road (North), Kensington"
94037943,840,16987,03/01/2020 16:20,755,"The Vale, Chelsea",03/01/2020 16:06,97,"Gloucester Road (North), Kensington"
94048071,240,4095,04/01/2020 10:19,133,"Derry Street, Kensington",04/01/2020 10:15,97,"Gloucester Road (North), Kensington"
94013524,1200,8820,02/01/2020 11:32,834,"Gas Holders, Battersea Park",02/01/2020 11:12,97,"Gloucester Road (North), Kensington"
94052401,1380,16745,04/01/2020 14:01,609,"Sugden Road, Clapham",04/01/2020 13:38,97,"Gloucester Road (North), Kensington"
94012601,1380,12519,02/01/2020 10:20,153,"Bayswater Road, Hyde Park",02/01/2020 09:57,97,"Gloucester Road (North), Kensington"
94085984,780,6768,06/01/2020 12:08,337,"Pembridge Villas, Notting Hill",06/01/2020 11:55,97,"Gloucester Road (North), Kensington"
94012605,1380,7890,02/01/2020 10:20,153,"Bayswater Road, Hyde Park",02/01/2020 09:57,97,"Gloucester Road (North), Kensington"
94002253,1500,4418,01/01/2020 14:36,541,"Green Park Station, Mayfair",01/01/2020 14:11,97,"Gloucester Road (North), Kensington"
94032577,780,9345,03/01/2020 11:38,671,"Parsons Green Station, Parsons Green",03/01/2020 11:25,97,"Gloucester Road (North), Kensington"
94006134,660,16093,01/01/2020 19:24,782,"Halford Road, West Kensington",01/01/2020 19:13,97,"Gloucester Road (North), Kensington"
